model_path	model_name_declared	file_stem	leng	nseq	built_from_set_implied_by_nseq	name_matches_file	duplicate_of	sha256	role_in_g4	unit	denominator
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG19.hmm	RVT-UG19_full_RT	RVT-UG19	123	19	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG19_full_RT	none	63cb980d39f39a1a92175b42e9486f8d22a02bec762992507963af72e52ced8a	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG2.hmm	RVT-UG2_full_RT	RVT-UG2	328	22	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG2_full_RT	none	62f68641651a4fcde99f2702ed019e6c325866f22a0416619ea56c8f19ec6cfc	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG20.hmm	RVT-UG20_full_RT	RVT-UG20	358	5	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG20_full_RT	none	4cf55d2ce8aed27e2666212041c75faf6d41f63290761d4673b7eaec8447aac7	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG21.hmm	RVT-UG21_full_RT	RVT-UG21	348	21	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG21_full_RT	none	6b8b2877e1443a54e603654c7de4164ba7102d6fe6e53c46efee3209040aa87b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG22.hmm	RVT-UG22_full_RT	RVT-UG22	299	11	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG22_full_RT	none	8a524ad4e9a039398416572709407dfef859a0d9d3fc397d0b0606962cc3b99e	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG23.hmm	RVT-UG23_full_RT	RVT-UG23	313	9	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG23_full_RT	none	6afd3f67307a8690663641d6d6fe1738c4188eb32a9665780f689b6c5b601ac2	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG24.hmm	RVT-UG24_full_RT	RVT-UG24	195	5	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG24_full_RT	none	5f67d69a35066eeb41b679297ad2cad95a02e6ea9ceb4cca63a53c9165c8f000	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG25.hmm	RVT-UG25_full_RT	RVT-UG25	109	28	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG25_full_RT	none	dd1961413316d9928d54307f56f5c5a72508b220daba3b75258bf54f512e0b31	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG26.hmm	RVT-UG26_full_RT	RVT-UG26	363	20	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG26_full_RT	none	83af7eae8c965d723994616bd95d1058c5659adc5981227a74e697c05184cbe0	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG27.hmm	RVT-UG27_full_RT	RVT-UG27	334	10	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG27_full_RT	none	914ffeb2cc5884083ad1cd3bb36fb5aa8e5a3e88624a2603fd357cdacbab5ea4	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG28.hmm	RVT-UG28_full_RT	RVT-UG28	224	37	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG28_full_RT	none	d829c0f5e24b56f04b408513a490285e5b57e417f327ace91ffaa390334dd279	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG28b.hmm	RVT-UG28b_full_RT	RVT-UG28b	219	15	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG28b_full_RT	none	bcc0aa4a9cbe087635fb7af28bf437fde86600b123ec3c9b5f07d3703928fb88	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG3.hmm	RVT-UG3_full_RT	RVT-UG3	191	86	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG3_full_RT	none	ce337b51e6ad74613299d253950bd0cc71a882df0c35b506727d0ef653a7e89d	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG4.hmm	RVT-UG4_full_RT	RVT-UG4	286	45	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG4_full_RT	none	27c42022fbf788fb85b941b42b420682b5a9bcc4872ff844fb5adf691b1672a3	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG5.hmm	RVT-UG5_full_RT	RVT-UG5	185	67	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG5_full_RT	none	e454693f4a6f2e8674defd010cb2579d163f4f29fe44e6e8c3e7a7be7160c66d	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG6.hmm	RVT-UG6_full_RT	RVT-UG6	112	14	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG6_full_RT	none	23cec39a7ea4b3a70846e26af27c295fbd77c1f9228dfb5b848cb11b304f5430	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG7.hmm	RVT-UG7_full_RT	RVT-UG7	357	77	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG7_full_RT	none	ca7f9aa0016154c74821181799b2f98510349700eb5cca7c7eff3f2014aac542	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG8.hmm	RVT-UG8_full_RT	RVT-UG8	430	83	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG8_full_RT	none	bc9a71dbc1bd3ae5d2dfb052f411968854aa5d5b2e200a2b83f970a4bb1a7898	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/anchors/cache/seqsearch/RVT-UG9.hmm	RVT-UG9_full_RT	RVT-UG9	232	17	AMBIGUOUS - NSEQ matches no known subset size	NO - declares RVT-UG9_full_RT	none	fe074d21695ef86ebc9b4e8346b3fb67b0266a0a867a8871f825c97d151200db	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiK_16.hmm	globloo_CAND_AbiK_16	globloo_CAND_AbiK_16	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	f80fe4bc5451ed12ea56e0fdc25f11fd39a2b8057ba01c38ba998f0b2e98f2b9	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiK_31.hmm	globloo_CAND_AbiK_31	globloo_CAND_AbiK_31	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	fded9a511ab0155ee12b4aa6e9ed8245d4539baeb433e96f38af88a5df1b36c5	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiK_51.hmm	globloo_CAND_AbiK_51	globloo_CAND_AbiK_51	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	f79cec3cc51d711dff8373ba0ca586e083ef6daa54e773719ca3e0458407fd36	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiK_98.hmm	globloo_CAND_AbiK_98	globloo_CAND_AbiK_98	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	f304ddf5eddbfdbf0d577e3a6dfb8230351ba796d619ba0ca7510a5ccbe6370f	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiP2_108.hmm	globloo_CAND_AbiP2_108	globloo_CAND_AbiP2_108	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	9b4868e9be2f1fd5d90ab5f1b03d0e1aa3b1b80fccac2393c7dfce1973cc9b3a	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiP2_172.hmm	globloo_CAND_AbiP2_172	globloo_CAND_AbiP2_172	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	59eeb666c9d8a593f1e96e9f1fa4374a05ec7f9eef8b69983cc0b78886d8cf7c	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiP2_208.hmm	globloo_CAND_AbiP2_208	globloo_CAND_AbiP2_208	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	2cb91090ea727486c3fc4a5e9d7502264d9d2106d84fc8d8ace22879dc795d3d	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiP2_270.hmm	globloo_CAND_AbiP2_270	globloo_CAND_AbiP2_270	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	ea1c6210c63cccd16cc3c620678742e69aa2042017c5352cf964bf07d2b8cd08	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_AbiP2_81.hmm	globloo_CAND_AbiP2_81	globloo_CAND_AbiP2_81	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	fadde991a653aa1fe274a11bbc3ae630651955603f2b60ccdf1e693584013c63	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_CRISPR_33.hmm	globloo_CAND_CRISPR_33	globloo_CAND_CRISPR_33	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	b2831bfa513d8ef0694887bcab4543ba6c03eba03089563e9364a3c7647f860f	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_CRISPR_47.hmm	globloo_CAND_CRISPR_47	globloo_CAND_CRISPR_47	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	9cdf22feef6ab76f4c45c9a1a08fbfc2b37a0ae5523b91982ca5521377a08241	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_CRISPR_58.hmm	globloo_CAND_CRISPR_58	globloo_CAND_CRISPR_58	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	9ec5751c517fb51ae3790dfe88ac3011f1511d0a36c4d50cdf378bf8d31fff30	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_CRISPR_62.hmm	globloo_CAND_CRISPR_62	globloo_CAND_CRISPR_62	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	006fb861c124ac03fec69d62909007efd55ca9b48523f118949db02ec24e30f3	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_DGRs_11.hmm	globloo_CAND_DGRs_11	globloo_CAND_DGRs_11	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	ec89c61fea2eaa57d3fed74a041f76334bb2b365d00fbb1defa912fbb2aff6bf	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_DGRs_4.hmm	globloo_CAND_DGRs_4	globloo_CAND_DGRs_4	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	737f7c8e4028eb5bc5720fb194cfd6c13c7f6be5e923390be98a78527ca717bc	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_DGRs_6.hmm	globloo_CAND_DGRs_6	globloo_CAND_DGRs_6	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	73960b5bd46b69ed6a11804a77176a1864627f548e187f059f981069a3475d87	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_DGRs_9.hmm	globloo_CAND_DGRs_9	globloo_CAND_DGRs_9	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	d25237c08cc6ab79eb40834303d9196c7fc1f614632968d67ea2476692512657	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_G2L4_1.hmm	globloo_CAND_G2L4_1	globloo_CAND_G2L4_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	240263224c9cba13d5a7fc8cec564645341c2f4bd859382a7257585ceebca1ca	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_G2L4_4.hmm	globloo_CAND_G2L4_4	globloo_CAND_G2L4_4	304	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	85d638fbbb8b01db0af71e28cab5e038b03b9985be2051697513a0bea93a4453	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
